0,1,2,3,4,5
便于,биан ыу,пиен ыу,бианн ыу,бянь юй,биан ыу
宾馆,бин гуан,пин куан,бин гоан,бинь гуань,бин гуан
饼,бинг,пинг,биинг,бин,бинг
饼干,бинг ган,пинг кан,биинг ган,бин гань,бинг ган
病毒,бинг ду,пинг ту,бинк дуоу,бин ду,бинг ду
玻璃,бо ли,по ли,бо ли,бо ли,бо ли
博客,бо ке,по ко,бор кех,бо кэ,бо ке
博览会,бо лан хуи,по лан хуи,бор лаан хуеы,бо лань хуэй,бо лан хуи
博士,бо ши,по ших,бор шых,бо ши,бо ши
博物馆,бо уоу гуан,по уоу куан,бор уоух гоан,бо у гуань,бо уоу гуан
薄弱,бо руо,по йо,бор руох,бо жо,бо руо
补偿,бу чанг,пу чанг,буу чарнг,бу чан,бу чанг
补贴,бу тие,пу тиех,буу тие,бу те,бу тие
不曾,бу ценг,пу ценг,бух цернг,бу цэн,бу ценг
不敢当,бу ган данг,пу кан танг,бух гаан данг,бу гань дан,бу ган данг
不良,бу лианг,пу лианг,бух лианг,бу лян,бу лиан
不免,бу миан,пу миен,бух меан,бу мянь,бу миан
不能不,бу ненг бу,пу ненг пу,бух ненг бух,бу нэн бу,бу ненг бу
不时,бу ши,пу ших,бух шыр,бу ши,бу ши
不停,бу тинг,пу тинг,бух тынг,бу тин,бу тинг
不许,бу xу,пу хсу,бух шеу,бу сюй,бу xуу
不止,бу жи,пу чих,бух йыы,бу чжи,бу чи
不足,бу зу,пу цу,бух тзуоу,бу цзу,бу цу
部位,бу уоеи,пу уоеи,бух уоеы,бу вэй,бу уоеи
猜,цаи,цаи,цаи,цай,цаи
猜测,цаи це,цаи це,цаи цех,цай цэ,цаи це
裁判,цаи пан,цаи пан,цаир панн,цай пань,цаи пан
采购,цаи гоу,цаи коу,цае гоуо,цай гоу,цаи гоу
彩票,цаи пиао,цаи пиао,цае пиауо,цай пяо,цаи пиао
餐馆,цан гуан,цан куан,цан гоан,цань гуань,цан гуан
餐厅,цан тинг,цан тинг,цан тинг,цань тин,цан тинг
餐饮,цан ыин,цан ыин,цан ыиин,цань инь,цан ыин
草原,цао ыуан,цао ыуан,цао ыуан,цао юань,цао ыуан
册,це,це,цех,цэ,це
层次,ценг ци,ценг тзу,цернг цых,цэн цы,ценг цы
叉,ча,ча,ча,ча,ча
叉子,ча зи,ча зи,ча зи,ча цзы,ча зи
差别,ча бие,ча пиех,ча бые,ча бе,ча бие
差距,ча ю,ча чу,ча йиух,ча цзюй,ча ю
插,ча,ча,ча,ча,ча
查询,ча xун,ча хсун,чар шыун,ча сюнь,ча xунн
拆,чаи,чаи,чаи,чай,чаи
拆除,чаи чу,чаи чу,чаи чуоу,чай чу,чаи чу
产业,чан ые,чан ыех,чаан ыех,чань е,чан ые
长度,чанг ду,чанг ту,чарнг дух,чан ду,чанг ду
长寿,чанг шоу,чанг шоу,чарнг шоуо,чан шоу,чанг шоу
肠,чанг,чанг,чарнг,чан,чанг
尝,чанг,чанг,чарнг,чан,чанг
尝试,чанг ши,чанг ших,чарнг шых,чан ши,чанг ши
厂长,чанг чанг,чанг чанг,чаанг яанг,чан чан,чанг чанг
场面,чанг миан,чанг миен,чаанг мианн,чан мянь,чанг миан
倡导,чанг дао,чанг тао,чанк дао,чан дао,чанг дао
超越,чао ыуе,чао ыуех,чау ыуех,чао юэ,чао ыуе
车主,че жу,че чу,че юу,чэ чжу,че чу
称,ченг ,ченг,ченг,чэн,ченг
称号,ченг хао,ченг хао,ченг хауо,чэн хао,ченг хао
成本,ченг бен,ченг пен,чернг беен,чэн бэнь,ченг бен
成交,ченг йиао,ченг чиао,чернг йиау,чэн цзяо,ченг йиао
成效,ченг xиао,ченг хсиао,чернг шиауо,чэн сяо,ченг xиао
成语,ченг ыу,ченг ыу,чернг ыеу,чэн юй,ченг ыу
承办,ченг бан,ченг пан,чернг банн,чэн бань,ченг бан
城里,ченг ли,ченгли,ченгли,чэн ли,ченг ли
乘,ченг,ченг,чернг,чэн,ченг
乘车,ченг че,ченг че,чернг че,чэн чэ,ченг че
乘客,ченг ке,ченг ко,чернг кех,чэн кэ,ченг ке
乘坐,ченг зуо,ченг цо,чернг тзуох,чэн цзо,ченг цзо
吃力,чи ли,чих ли,чы лих,чи ли,чи ли
池子,чи зи,чих зи,чыр зи,чи цзы,чи зи
迟,чи,чих,чыр,чи,чи
冲动,чонг донг,чунг тунг,чонг донк,чун дун,чонг донг
冲突,чонг ту,чунг ту,чонг ту,чун ту,чонг ту
充足,чонг зу,чунг цу,чонг тзуоу,чун цзу,чонг цу
愁,чоу,чоу,чоур,чоу,чоу
丑,чоу,чоу,чооу,чоу,чоу
臭,чоу,чоу,чоуо,чоу,чоу
出版,чу бан,чу пан,чу баан,чу бань,чу бан
出差,чу ча,чу чаи,чу чаи,чу ча,чу ча
出汗,чу хан,чу хан,чу ханн,чу хань,чу хан
出于,чу ыу,чу ыу,чу ыу,чу юй,чу ыу
初期,чу ки,чу чи,чу чи,чу ци,чу чи
除非,чу феи,чу феи,чуоу феи,чу фэй,чу феи
除夕,чу xи,чу хси,чуоу ши,чу си,чу xи
厨房,чу фанг,чу фанг,чуоу фарнг,чу фан,чу фанг
处罚,чу фа,чу фа,чуу фар,чу фа,чу фа
处分,чу фен,чу фен,чуу фенн,чу фэнь,чу фен
处在,чу заи,чу цаи,чуу тзаы,чу цзай,чу цаи
传达,чуан да,чуан та,чуоан дар,чуань да,чуан да
传递,чуан ди,чуан ти,чуоан дих,чуань ди,чуан ди
传真,чуан жен,чуан чен,чуоан йен,чуань чжэнь,чуан чен
窗帘,чуанг лиан,чуанг лиен,чуанг лиан,чуан лянь,чуанг лиан
闯,чуанг,чуанг,чоанг,чуан,чуанг
创立,чуанг ли,чуанг ли,чуанк лих,чуан ли,чуанг ли
辞典,ци диан,тзу тиен,цыр деан,цы дянь,цы диан
辞职,ци жи,тзу чих,цыр йыр,цы чжи,цы чи
此后,ци хоу,тзу хоу,цыы хоуо,цы хоу,цы хоу
此刻,ци ке,тзу ко,цыы кех,цы кэ,цы ке
此时,ци ши,тзу ших,цыы шыр,цы ши,цы ши
聪明,цонг минг,цунг минг,цонг минг,цун мин,цонг минг
从而,цонг ер,цунг ерх,цорнг ерл,цун эр,цонг ер
从中,цонг жонг,цунг чунг,цорнг йонг,цун чжун,цонг чонг
脆,цуи,цуи,цуеы,цуй,цуи
存款,цун куан,цун куан,цуоен коан,цунь куань,цун куан
寸,цун,цун,цуенн,цунь,цун
达成,да ченг,та ченг,дар чернг,да чэн,да ченг
答,да,та,дар,да,да
答复,да фу,та фу,дар фух,да фу,да фу
打扮,да бан,та бан,даа бан,да бань,да бан
打包,да бао,та пао,даа бау,да бао,да бао
打击,да йи,та чи,даа йи,да цзи,да йи
打架,да йиа,та чиа,даа йиах,да цзя,да йиа
打扰,да рао,та яо,даа рао,да жао,да рао
大胆,да дан,та тан,дах даан,да дань,да дан
大纲,да ганг,та канг,дах ганг,да ган,да ганг
大伙儿,да хуо ер,та хуо р,дах хуоо р,да хо эр,да хуо рр
大奖赛,да йианг саи,та чианг саи,дах йеанг саы,да цзян сай,да йианг саи
大脑,да нао,та нао,дах нао,да нао,да нао
大事,да ши,та ших,дах шых,да ши,да ши
大厅,да тинг,та тинг,дах тинг,да тин,да тинг
大象,да xианг,та хсианг,дах шианк,да сян,да xианг
大熊猫,да xионг мао,та хсиунг мао,дах шыонг мхау,да сюн мао,да xионг мао
大于,да ыу,та ыу,дах ыу,да юй,да ыу
大致,да жи,та чих,дах йых,да чжи,да чих
呆,даи,таи,даи,дай,даи
待,даи,таи,даи,дай,даи
代价,даи йиа,таи чиа,даы йиах,дай цзя,даи йиа
代理,даи ли,таи ли,даы лии,дай ли,даи ли
带有,даи ыоу,таи ыу,даы ыеоу,дай ю,даи ыо
贷款,даи куан,таи куан,даы коан,дай куань,даи куан
单一,дан ыи,тан и,дан и,дань и,дан и
胆,дан,тан,даан,дань,дан
胆小,дан xиао,тан хсиао,даан шеау,дань сяо,дан xиао
蛋糕,дан гао,тан као,данн гау,дань гао,дан гао
当场,данг чанг,танг чанг,данг чаанг,дан чан,данг чанг
当代,данг даи,танг таи,данг даы,дан дай,данг даи
当年,данг ниан,танг ниен,данг ниан,дан нянь,данг ниан
当前,данг киан,танг чиен,данг чыан,дан цянь,данг чиан
当选,данг xуан,танг хсуан,данг шеуан,дан сюань,данг xуанн
挡,данг,танг,даанг,дан,данг
到来,дао лаи,тао лаи,дауо лаи,дао лай,дао лаи
道德,дао де,тао те,дауо дер,дао дэ,дао де
得了,де ле,те ле,дер ле,дэ лэ,де ле
得以,де ыи,те и,дер ыии,дэ и,де ыи
等候,денг хоу,тенг хоу,деенг хоуо,дэн хоу,денг хоу
等级,денг йи,тенг чи,деенг йыи,дэн цзи,денг йи
低于,ди ыу,ти ыу,ди ыу,ди юй,ди ыу
地带,ди даи,ти таи,дих даы,ди дай,ди даи
地形,ди xинг,ти хсинг,дих шынг,ди син,ди xинг
地震,ди жен,ти чен,дих йенн,ди чжэнь,ди чен
递,ди,ти,дих,ди,ди
递给,ди геи,ти кеи,дих гееи,ди гэй,ди геи
典礼,диан ли,тиен ли,деан лии,дянь ли,диан ли
点燃,диан ран,тиен ян,деан ран,дянь жань,диан ран
电池,диан чи,тиен чих,дианн чыр,дянь чи,диан чи
电饭锅,диан фан гуо,тиен фан куо,дианн фанн гуо,дянь фань го,диан фан гуо
电子版,диан зи бан,тиен тзу пан,дианн тзыы баан,дянь цзы бань,диан тзы бан
调动,диао донг,тиао тунг,диауо донк,дяо дун,диао донг
丢,диу,тиу,диоу,дю,диу
动机,донг йи,тунг чи,донк йи,дун цзи,донг йи
动手,донг шоу,тунг шоу,донк шооу,дун шоу,донг шоу
动态,донг таи,тунг таи,донк таы,дун тай,донг таи
动员,донг ыуан,тунг ыуан,донк ыуан,дун юань,донг ыуан
冻,донг,тунг,донк,дун,донг
洞,донг,тунг,донк,дун,донг
豆制品,доу жи пин,тоу чих пин,доуо йых пиин,доу чжи пинь,доу чих пин
毒,ду,ту,дуоу,ду,ду
堆,дуи,туи,дуеи,дуй,дуи
对立,дуи ли,туи ли,дуеы лих,дуй ли,дуи ли
对应,дуи ыинг,туи ыинг,дуеы ыинк,дуй ин,дуи ыинг
吨,дун,тун,дуен,дунь,дун
朵,дуо,то,дуоо,до,дуо
躲,дуо,то,дуоо,до,дуо
耳朵,ер дуо,ерх дуо,еел дуо,эр до,ер дуо
二维码,ер уоеи ма,ерх уоеи ма,елл уоеи маа,эр вэй ма,ер уоеи ма
发布,фа бу,фа пу,фа бух,фа бу,фа бу
发觉,фа юе,фа чуех,фа йыуе,фа цзюэ,фа юе
发射,фа ше,фа ше,фа шех,фа шэ,фа ше
发行,фа xинг,фа хсинг,фа шынг,фа син,фа xинг
罚,фа,фа,фар,фа,фа
罚款,фа куан,фа куан,фар коан,фа куань,фа куан
法规,фа гуи,фа куеи,фаа гуеи,фа гуй,фа гуе
法制,фа жи,фа чих,фаа йых,фа чжи,фа чих
繁荣,фан ронг,фан юнг,фарн ронг,фань жун,фан ронг
返回,фан хуи,фан хуи,фаан хуоеи,фань хуэй,фан хуи
