Chinese,Pinyin,Wade-Giles,Romatzyh,Palladiy
不止,bu zhi,pu⁴ chih³,buh jyy,бу чжи
不足,bu zu,pu⁴ tsu²,buh tzwu,бу цзу
部位,bu wei,pu⁴ wei⁴,buh wey,бу вэй
猜,cai,ts'ai¹,tsai,цай
猜测,cai ce,ts'ai¹ ts'e⁴,tsai tseh,цай цэ
裁判,cai pan,ts'ai² p'an⁴,tsair pann,цай пань
采购,cai gou,ts'ai³ kou⁴,tsae gow,цай гоу
彩票,cai piao,ts'ai³ p'iao⁴,tsae piaw,цай пяо
餐馆,can guan,ts'an¹ kuan³,tsan goan,цань гуань
餐厅,can ting,ts'an¹ t'ing¹,tsan ting,цань тин
餐饮,can yin,ts'an¹ yin³,tsan yiin,цань инь
草原,cao yuan,ts'ao³ yüan²,tsao yuan,цао юань
册,ce,ts'e⁴,tseh,цэ
层次,ceng ci,ts'eng² tz'u⁴,tserng tsyh,цэн цы
叉,cha,ch'a¹,cha,ча
叉子,cha zi,ch'a¹ zi,cha zi,ча цзы
差别,cha bie,ch'a¹ pieh²,cha bye,ча бе
差距,cha ju,ch'a¹ chü⁴,cha jiuh,ча цзюй
插,cha,ch'a¹,cha,ча
查询,cha xun,ch'a² hsün²,char shyun,ча сюнь
拆,chai,ch'ai¹,chai,чай
拆除,chai chu,ch'ai¹ ch'u²,chai chwu,чай чу
产业,chan ye,ch'an³ yeh⁴,chaan yeh,чань е
长度,chang du,ch'ang² tu⁴,charng duh,чан ду
长寿,chang shou,ch'ang² shou⁴,charng show,чан шоу
肠,chang,ch'ang²,charng,чан
尝,chang,ch'ang²,charng,чан
尝试,chang shi,ch'ang² shih⁴,charng shyh,чан ши
厂长,chang chang,ch'ang³ chang³,chaang jaang,чан чан
场面,chang mian,ch'ang³ mien⁴,chaang miann,чан мянь
倡导,chang dao,ch'ang⁴ tao³,chanq dao,чан дао
超越,chao yue,ch'ao¹ yüeh⁴,chau yueh,чао юэ
车主,che zhu,ch'e¹ chu³,che juu,чэ чжу
称²,cheng ²,ch'eng¹,cheng,чэн
称号,cheng hao,ch'eng¹ hao⁴,cheng haw,чэн хао
成本,cheng ben,ch'eng² pen³,cherng been,чэн бэнь
成交,cheng jiao,ch'eng² chiao¹,cherng jiau,чэн цзяо
成效,cheng xiao,ch'eng² hsiao⁴,cherng shiaw,чэн сяо
成语,cheng yu,ch'eng² yü³,cherng yeu,чэн юй
承办,cheng ban,ch'eng² pan⁴,cherng bann,чэн бань
城里,cheng li,chénglǐ,chénglǐ,чэн ли
乘,cheng,ch'eng²,cherng,чэн
乘车,cheng che,ch'eng² ch'e¹,cherng che,чэн чэ
乘客,cheng ke,ch'eng² k'o⁴,cherng keh,чэн кэ
乘坐,cheng zuo,ch'eng² tso⁴,cherng tzuoh,чэн цзо
吃力,chi li,ch'ih¹ li⁴,chy lih,чи ли
池子,chi zi,ch'ih² zi,chyr zi,чи цзы
迟,chi,ch'ih²,chyr,чи
冲动,chong dong,ch'ung¹ tung⁴,chong donq,чун дун
冲突,chong tu,ch'ung¹ t'u¹,chong tu,чун ту
充足,chong zu,ch'ung¹ tsu²,chong tzwu,чун цзу
愁,chou,ch'ou²,chour,чоу
丑,chou,ch'ou³,choou,чоу
臭,chou,ch'ou⁴,chow,чоу
出版,chu ban,ch'u¹ pan³,chu baan,чу бань
出差,chu cha,ch'u¹ ch'ai¹,chu chai,чу ча
出汗,chu han,ch'u¹ han⁴,chu hann,чу хань
出于,chu yu,ch'u¹ yü²,chu yu,чу юй
初期,chu qi,ch'u¹ ch'i¹,chu chi,чу ци
除非,chu fei,ch'u² fei¹,chwu fei,чу фэй
除夕,chu xi,ch'u² hsi¹,chwu shi,чу си
厨房,chu fang,ch'u² fang²,chwu farng,чу фан
处罚,chu fa,ch'u³ fa²,chuu far,чу фа
处分,chu fen,ch'u³ fen⁴,chuu fenn,чу фэнь
处在,chu zai,ch'u³ tsai⁴,chuu tzay,чу цзай
传达,chuan da,ch'uan² ta²,chwan dar,чуань да
传递,chuan di,ch'uan² ti⁴,chwan dih,чуань ди
传真,chuan zhen,ch'uan² chen¹,chwan jen,чуань чжэнь
窗帘,chuang lian,ch'uang¹ lien²,chuang lian,чуан лянь
闯,chuang,ch'uang³,choang,чуан
创立,chuang li,ch'uang⁴ li⁴,chuanq lih,чуан ли
辞典,ci dian,tz'u² tien³,tsyr dean,цы дянь
辞职,ci zhi,tz'u² chih²,tsyr jyr,цы чжи
此后,ci hou,tz'u³ hou⁴,tsyy how,цы хоу
此刻,ci ke,tz'u³ k'o⁴,tsyy keh,цы кэ
此时,ci shi,tz'u³ shih²,tsyy shyr,цы ши
聪明,cong ming,ts'ung¹ ming,tsong ming,цун мин
从而,cong er,ts'ung² erh²,tsorng erl,цун эр
从中,cong zhong,ts'ung² chung¹,tsorng jong,цун чжун
脆,cui,ts'ui⁴,tsuey,цуй
存款,cun kuan,ts'un² k'uan³,tswen koan,цунь куань
寸,cun,ts'un⁴,tsuenn,цунь
达成,da cheng,ta² ch'eng²,dar cherng,да чэн
答,da,ta²,dar,да
答复,da fu,ta² fu⁴,dar fuh,да фу
打扮,da ban,ta³ ban,daa ban,да бань
打包,da bao,ta³ pao¹,daa bau,да бао
打击,da ji,ta³ chi¹,daa ji,да цзи
打架,da jia,ta³ chia⁴,daa jiah,да цзя
打扰,da rao,ta³ jao³,daa rao,да жао
大胆,da dan,ta⁴ tan³,dah daan,да дань
大纲,da gang,ta⁴ kang¹,dah gang,да ган
大伙儿,da huo er,ta⁴ huo³ r,dah huoo r,да хо эр
大奖赛,da jiang sai,ta⁴ chiang³ sai⁴,dah jeang say,да цзян сай
大脑,da nao,ta⁴ nao³,dah nao,да нао
大事,da shi,ta⁴ shih⁴,dah shyh,да ши
大厅,da ting,ta⁴ t'ing¹,dah ting,да тин
大象,da xiang,ta⁴ hsiang⁴,dah shianq,да сян
大熊猫,da xiong mao,ta⁴ hsiung² mao¹,dah shyong mhau,да сюн мао
大于,da yu,ta⁴ yü²,dah yu,да юй
大致,da zhi,ta⁴ chih⁴,dah jyh,да чжи
呆,dai,tai¹,dai,дай
待,dai,tai¹,dai,дай
代价,dai jia,tai⁴ chia⁴,day jiah,дай цзя
代理,dai li,tai⁴ li³,day lii,дай ли
带有,dai you,tai⁴ yu³,day yeou,дай ю
贷款,dai kuan,tai⁴ k'uan³,day koan,дай куань
单一,dan yi,tan¹ i¹,dan i,дань и
胆,dan,tan³,daan,дань
胆小,dan xiao,tan³ hsiao³,daan sheau,дань сяо
蛋糕,dan gao,tan⁴ kao¹,dann gau,дань гао
当场,dang chang,tang¹ ch'ang³,dang chaang,дан чан
当代,dang dai,tang¹ tai⁴,dang day,дан дай
当年,dang nian,tang¹ nien²,dang nian,дан нянь
当前,dang qian,tang¹ ch'ien²,dang chyan,дан цянь
当选,dang xuan,tang¹ hsüan³,dang sheuan,дан сюань
挡,dang,tang³,daang,дан
到来,dao lai,tao⁴ lai²,daw lai,дао лай
道德,dao de,tao⁴ te²,daw der,дао дэ
得了,de le,te² le,der le,дэ лэ
得以,de yi,te² i³,der yii,дэ и
等候,deng hou,teng³ hou⁴,deeng how,дэн хоу
等级,deng ji,teng³ chi²,deeng jyi,дэн цзи
低于,di yu,ti¹ yü²,di yu,ди юй
地带,di dai,ti⁴ tai⁴,dih day,ди дай
地形,di xing,ti⁴ hsing²,dih shyng,ди син
地震,di zhen,ti⁴ chen⁴,dih jenn,ди чжэнь
递,di,ti⁴,dih,ди
递给,di gei,ti⁴ kei³,dih geei,ди гэй
典礼,dian li,tien³ li³,dean lii,дянь ли
点燃,dian ran,tien³ jan²,dean ran,дянь жань
电池,dian chi,tien⁴ ch'ih²,diann chyr,дянь чи
电饭锅,dian fan guo,tien⁴ fan⁴ kuo¹,diann fann guo,дянь фань го
电子版,dian zi ban,tien⁴ tzu³ pan³,diann tzyy baan,дянь цзы бань
调动,diao dong,tiao⁴ tung⁴,diaw donq,дяо дун
丢,diu,tiu¹,diou,дю
动机,dong ji,tung⁴ chi¹,donq ji,дун цзи
动手,dong shou,tung⁴ shou³,donq shoou,дун шоу
动态,dong tai,tung⁴ t'ai⁴,donq tay,дун тай
动员,dong yuan,tung⁴ yüan²,donq yuan,дун юань
冻,dong,tung⁴,donq,дун
洞,dong,tung⁴,donq,дун
豆制品,dou zhi pin,tou⁴ chih⁴ p'in³,dow jyh piin,доу чжи пинь
毒,du,tu²,dwu,ду
堆,dui,tui¹,duei,дуй
对立,dui li,tui⁴ li⁴,duey lih,дуй ли
对应,dui ying,tui⁴ ying⁴,duey yinq,дуй ин
吨,dun,tun¹,duen,дунь
朵,duo,to³,duoo,до
躲,duo,to³,duoo,до
耳朵,er duo,erh³ duo,eel duo,эр до
二维码,er wei ma,erh⁴ wei² ma³,ell wei maa,эр вэй ма
发布,fa bu,fa¹ pu⁴,fa buh,фа бу
发觉,fa jue,fa¹ chüeh²,fa jyue,фа цзюэ
发射,fa she,fa¹ she⁴,fa sheh,фа шэ
发行,fa xing,fa¹ hsing²,fa shyng,фа син
罚,fa,fa²,far,фа
罚款,fa kuan,fa² k'uan³,far koan,фа куань
法规,fa gui,fa³ kuei¹,faa guei,фа гуй
法制,fa zhi,fa³ chih⁴,faa jyh,фа чжи
繁荣,fan rong,fan² jung²,farn rong,фань жун
返回,fan hui,fan³ hui²,faan hwei,фань хуэй
防治,fang zhi,fang² chih⁴,farng jyh,фан чжи
放大,fang da,fang⁴ ta⁴,fanq dah,фан да
放弃,fang qi,fang⁴ ch'i⁴,fanq chih,фан ци
分成,fen cheng,fen¹ ch'eng²,fen cherng,фэнь чэн
分解,fen jie,fen¹ chieh³,fen jiee,фэнь цзе
分类,fen lei,fen¹ lei⁴,fen ley,фэнь лэй
分离,fen li,fen¹ li²,fen li,фэнь ли
分析,fen xi,fen¹ hsi¹,fen shi,фэнь си
分享,fen xiang,fen¹ hsiang³,fen sheang,фэнь сян
丰收,feng shou,feng¹ shou¹,feng shou,фэн шоу
风度,feng du,feng¹ tu⁴,feng duh,фэн ду
风光,feng guang,feng¹ kuang¹,feng guang,фэн гуан
封,feng,feng¹,feng,фэн
疯,feng,feng¹,feng,фэн
疯狂,feng kuang,feng¹ k'uang²,feng kwang,фэн куан
扶,fu,fu²,fwu,фу
服从,fu cong,fu² ts'ung²,fwu tsorng,фу цун
幅,fu,fu²,fwu,фу
幅度,fu du,fu² tu⁴,fwu duh,фу ду
福利,fu li,fu² li⁴,fwu lih,фу ли
辅助,fu zhu,fu³ chu⁴,fuu juh,фу чжу
负责人,fu ze ren,fu⁴ tse² jen²,fuh tzer ren,фу цзэ жэнь
附件,fu jian,fu⁴ chien⁴,fuh jiann,фу цзянь
改革,gai ge,kai³ ko²,gae ger,гай гэ
干脆,gan cui,kan¹ ts'ui⁴,gan tsuey,гань цуй
干扰,gan rao,kan¹ jao³,gan rao,гань жао
干预,gan yu,kan¹ yü⁴,gan yuh,гань юй
感想,gan xiang,kan³ hsiang³,gaan sheang,гань сян
钢笔,gang bi,kang¹ pi³,gang bii,ган би
钢琴,gang qin,kang¹ ch'in²,gang chyn,ган цинь
高大,gao da,kao¹ ta⁴,gau dah,гао да
高度,gao du,kao¹ tu⁴,gau duh,гао ду
高跟鞋,gao gen xie,kao¹ ken¹ hsieh²,gau gen shye,гао гэнь се
高温,gao wen,kao¹ wen¹,gau uen,гао вэнь
高于,gao yu,kao¹ yü²,gau yu,гао юй
高原,gao yuan,kao¹ yüan²,gau yuan,гао юань
搞,gao,kao³,gao,гао
搞好,gao hao,kao³ hao³,gao hao,гао хао
歌曲,ge qu,ko¹ ch'ü³,ge cheu,гэ цюй
隔壁,ge bi,ko² pi⁴,ger bih,гэ би
个儿,ge er,ko⁴ r,geh r,гэ эр
跟前,gen qian,ken¹ ch'ien²,gen chyan,гэнь цянь
跟随,gen sui,ken¹ sui²,gen swei,гэнь суй
更换,geng huan,keng¹ huan⁴,geng huann,гэн хуань
更新,geng xin,keng¹ hsin¹,geng shin,гэн синь
工艺,gong yi,kung¹ i⁴,gong yih,гун и
工作日,gong zuo ri,kung¹ tso⁴ jih⁴,gong tzuoh ryh,гун цзо жи
公告,gong gao,kung¹ kao⁴,gong gaw,гун гао
公认,gong ren,kung¹ jen⁴,gong renn,гун жэнь
公式,gong shi,kung¹ shih⁴,gong shyh,гун ши
公正,gong zheng,kung¹ cheng⁴,gong jenq,гун чжэн
共计,gong ji,kung⁴ chi⁴,gonq jih,гун цзи
共享,gong xiang,kung⁴ hsiang³,gonq sheang,гун сян
沟,gou,kou¹,gou,гоу
沟通,gou tong,kou¹ t'ung¹,gou tong,гоу тун
估计,gu ji,ku¹ chi⁴,gu jih,гу цзи
古老,gu lao,ku³ lao³,guu lao,гу лао
鼓,gu,ku³,guu,гу
鼓励,gu li,ku³ li⁴,guu lih,гу ли
鼓掌,gu zhang,ku³ chang³,guu jaang,гу чжан
顾问,gu wen,ku⁴ wen⁴,guh wenn,гу вэнь
怪,guai,kuai⁴,guay,гуай
关怀,guan huai,kuan¹ huai²,guan hwai,гуань хуай
关键,guan jian,kuan¹ chien⁴,guan jiann,гуань цзянь
冠军,guan jun,kuan⁴ chün¹,guann jiun,гуань цзюнь
光荣,guang rong,kuang¹ jung²,guang rong,гуан жун
光线,guang xian,kuang¹ hsien⁴,guang shiann,гуан сянь
广泛,guang fan,kuang³ fan⁴,goang fann,гуан фань
规划,gui hua,kuei¹ hua⁴,guei huah,гуй хуа
鬼,gui,kuei³,goei,гуй
柜子,gui zi,kuei⁴ zi,guey zi,гуй цзы
滚,gun,kun³,goen,гунь
锅,guo,kuo¹,guo,го
国籍,guo ji,kuo² chi²,gwo jyi,го цзи
国民,guo min,kuo² min²,gwo min,го минь
过度,guo du,kuo⁴ tu⁴,guoh duh,го ду
过敏,guo min,kuo⁴ min³,guoh miin,го минь
过于,guo yu,kuo⁴ yü²,guoh yu,го юй
害,hai,hai⁴,hay,хай
汗,han,han⁴,hann,хань
好运,hao yun,hao³ yün⁴,hao yunn,хао юнь
号召,hao zhao,hao⁴ chao⁴,haw jaw,хао чжао
合并,he bing,ho² ping⁴,her binq,хэ бин
合成,he cheng,ho² ch'eng²,her cherng,хэ чэн
盒,he,ho²,her,хэ
盒饭,he fan,ho² fan⁴,her fann,хэ фань
盒子,he zi,ho² zi,her zi,хэ цзы
贺卡,he qia,ho⁴ k'a³,heh kaa,хэ ця
恨,hen,hen⁴,henn,хэнь
猴,hou,hou²,hour,хоу
后悔,hou hui,hou⁴ hui³,how hoei,хоу хуэй
胡子,hu zi,hu² zi,hwu zi,ху цзы
虎,hu,hu³,huu,ху
华语,hua yu,hua² yü³,hwa yeu,хуа юй
滑,hua,hua²,hwa,хуа
化石,hua shi,hua⁴ shih²,huah shyr,хуа ши
划分,hua fen,hua⁴ fen¹,huah fen,хуа фэнь
画面,hua mian,hua⁴ mien⁴,huah miann,хуа мянь
环节,huan jie,huan² chieh²,hwan jye,хуань цзе
慌,huang,huang¹,huang,хуан
慌忙,huang mang,huang¹ mang²,huang mang,хуан ман
灰色,hui se,hui¹ se⁴,huei seh,хуэй сэ
恢复,hui fu,hui¹ fu⁴,huei fuh,хуэй фу
回报,hui bao,hui² pao⁴,hwei baw,хуэй бао
回避,hui bi,hui² pi⁴,hwei bih,хуэй би
回顾,hui gu,hui² ku⁴,hwei guh,хуэй гу
回收,hui shou,hui² shou¹,hwei shou,хуэй шоу
回头,hui tou,hui² t'ou²,hwei tour,хуэй тоу
回信,hui xin,hui² hsin⁴,hwei shinn,хуэй синь
回忆,hui yi,hui² i⁴,hwei yih,хуэй и
汇款,hui kuan,hui⁴ k'uan³,huey koan,хуэй куань
会谈,hui tan,hui⁴ t'an²,huey tarn,хуэй тань
活力,huo li,huo² li⁴,hwo lih,хо ли
火柴,huo chai,huo³ ch'ai²,huoo chair,хо чай
火腿,huo tui,huo³ t'ui³,huoo toei,хо туй
火灾,huo zai,huo³ tsai¹,huoo tzai,хо цзай
或是,huo shi,huo⁴ shih⁴,huoh shyh,хо ши
机器人,ji qi ren,chi¹ ch'i⁴ jen²,ji chih ren,цзи ци жэнь
机制,ji zhi,chi¹ chih⁴,ji jyh,цзи чжи
肌肉,ji rou,chi¹ jou⁴,ji row,цзи жоу
基地,ji di,chi¹ ti⁴,ji dih,цзи ди
基金,ji jin,chi¹ chin¹,ji jin,цзи цзинь
即使,ji shi,chi² shih³,jyi shyy,цзи ши
集团,ji tuan,chi² t'uan²,jyi twan,цзи туань
挤,ji,chi³,jii,цзи
记忆,ji yi,chi⁴ i⁴,jih yih,цзи и
技能,ji neng,chi⁴ neng²,jih neng,цзи нэн
继承,ji cheng,chi⁴ ch'eng²,jih cherng,цзи чэн
加热,jia re,chia¹ je⁴,jia reh,цзя жэ
加上,jia shang,chia¹ shang⁴,jia shanq,цзя шан
加速,jia su,chia¹ su⁴,jia suh,цзя су
加以,jia yi,chia¹ i³,jia yii,цзя и
夹,jia,chia¹,jia,цзя
甲,jia,chia³,jea,цзя
价,jia,chia⁴,jiah,цзя
驾驶,jia shi,chia⁴ shih³,jiah shyy,цзя ши
驾照,jia zhao,chia⁴ chao⁴,jiah jaw,цзя чжао
坚定,jian ding,chien¹ ting⁴,jian dinq,цзянь дин
肩,jian,chien¹,jian,цзянь
艰苦,jian ku,chien¹ k'u³,jian kuu,цзянь ку
艰难,jian nan,chien¹ nan²,jian nan,цзянь
检验,jian yan,chien³ yan⁴,jean yann,цзянь янь
减轻,jian qing,chien³ ch'ing¹,jean ching,цзянь цин
剪,jian,chien³,jean,цзянь
剪刀,jian dao,chien³ tao¹,jean dau,цзянь дао
剪子,jian zi,chien³ zi,jean zi,цзянь цзы
间接,jian jie,chien⁴ chieh¹,jiann jie,цзянь цзе
建造,jian zao,chien⁴ tsao⁴,jiann tzaw,цзянь цзао
建筑,jian zhu,chien⁴ chu⁴,jiann juh,цзянь чжу
健全,jian quan,chien⁴ ch'üan²,jiann chyuan,цзянь цюань
键,jian,chien⁴,jiann,цзянь
键盘,jian pan,chien⁴ p'an²,jiann parn,цзянь пань
将,jiang,chiang¹,jiang,цзян
将要,jiang yao,chiang¹ yao⁴,jiang yaw,цзян яо
奖励,jiang li,chiang³ li⁴,jeang lih,цзян ли
交代,jiao dai,chiao¹ tai⁴,jiau day,цзяо дай
郊区,jiao qu,chiao¹ ch'ü¹,jiau chiu,цзяо цюй
胶带,xiao dai,chiao¹ tai⁴,jiau day,сяо дай
胶水,xiao shui,chiao¹ shui³,jiau shoei,сяо шуй
脚步,jiao bu,chiao³ pu⁴,jeau buh,цзяо бу
接触,jie hong,chieh¹ ch'u⁴,jie chuh,цзе хун
接连,jie lian,chieh¹ lien²,jie lian,цзе лянь
解除,jie chu,chieh³ ch'u²,jiee chwu,цзе чу
解放,jie fang,chieh³ fang⁴,jiee fanq,цзе фан
戒,jie,chieh⁴,jieh,цзе
届,jie,chieh⁴,jieh,цзе
今日,jin ri,chin¹ jih⁴,jin ryh,цзинь жи
尽管,jin guan,chin³ kuan³,jiin goan,цзинь гуань
紧紧,jin jin,chin³ chin³,jiin jiin,цзинь цзинь
尽可能,jin ke neng,chin³ k'o³ neng²,jiin kee neng,цзинь кэ нэн
进化,jin hua,chin⁴ hua⁴,jinn huah,цзинь хуа
近来,jin lai,chin⁴ lai²,jinn lai,цзинь лай
经费,jing fei,ching¹ fei⁴,jing fey,цзин фэй
景象,jing xiang,ching³ hsiang⁴,jiing shianq,цзин сян
警告,jing gao,ching³ kao⁴,jiing gaw,цзин гао
竞赛,jing sai,ching⁴ sai⁴,jinq say,цзин сай
竞争,jing zheng,ching⁴ cheng¹,jinq jeng,цзин чжэн
酒鬼,jiu gui,chiu³ kuei³,jeou goei,цзю гуй
救灾,jiu zai,chiu⁴ tsai¹,jiow tzai,цзю цзай
居然,ju ran,chü¹ jan²,jiu ran,цзюй жань
局面,ju mian,chü² mien⁴,jyu miann,цзюй мянь
局长,ju chang,chü² chang³,jyu jaang,цзюй чан
举动,ju dong,chü³ tung⁴,jeu donq,цзюй дун
拒绝,ju jue,chü⁴ chüeh²,jiuh jyue,цзюй цзюэ
俱乐部,ju le bu,chü⁴ le⁴ pu⁴,jiuh leh buh,цзюй лэ бу
剧本,ju ben,chü⁴ pen³,jiuh been,цзюй бэнь
决不,jue bu,chüeh² pu⁴,jyue buh,цзюэ бу
绝望,jue wang,chüeh² wang⁴,jyue wanq,цзюэ ван
军人,jun ren,chün¹ jen²,jiun ren,цзюнь жэнь
开幕,kai mu,k'ai¹ mu⁴,kai muh,кай му
开幕式,kai mu shi,k'ai¹ mu⁴ shih⁴,kai muh shyh,кай му ши
看成,kan cheng,k'an⁴ ch'eng²,kann cherng,кань чэн
看出,kan chu,k'an⁴ ch'u¹,kann chu,кань чу
看待,kan dai,k'an⁴ tai⁴,kann day,кань дай
考核,kao he,k'ao³ ho²,kao her,као хэ
烤肉,kao rou,k'ao³ jou⁴,kao row,као жоу
烤鸭,kao ya,k'ao³ ya¹,kao ia,као я
靠近,kao jin,k'ao⁴ chin⁴,kaw jinn,као цзинь
颗,ke,k'o¹,ke,кэ
可,ke,k'o³,kee,кэ
可怜,ke lian,k'o³ lien²,kee lian,кэ лянь
可惜,ke xi,k'o³ hsi¹,kee shi,кэ си
渴望,ke wang,k'o³ wang⁴,kee wanq,кэ ван
刻,ke,k'o⁴,keh,кэ
客户,ke hu,k'o⁴ hu⁴,keh huh,кэ ху
客厅,ke ting,k'o⁴ t'ing¹,keh ting,кэ тин
课题,ke ti,k'o⁴ t'i²,keh tyi,кэ ти
肯定,ken ding,k'en³ ting⁴,keen dinq,кэнь дин
空中,kong zhong,k'ung¹ chung¹,kong jong,кун чжун
控制,kong zhi,k'ung⁴ chih⁴,konq jyh,кун чжи
口号,kou hao,k'ou³ hao⁴,koou haw,коу хао
库,ku,k'u⁴,kuh,ку
快活,kuai huo,k'uai⁴ huo,kuay huo,куай хо
宽度,kuan du,k'uan¹ tu⁴,kuan duh,куань ду
狂,kuang,k'uang²,kwang,куан
亏,yu,k'uei¹,kuei,юй
困扰,kun rao,k'un⁴ jao³,kuenn rao,кунь жао
落,luo,la⁴,lah,ло
来信,lai xin,lai² hsin⁴,lai shinn,лай синь
烂,lan,lan⁴,lann,лань
朗读,lang du,lang³ tu²,laang dwu,лан ду
浪漫,lang man,lang⁴ man⁴,lanq mann,лан мань
劳动,lao dong,lao² tung⁴,lau donq,лао дун
梨,li,li²,li,ли
礼,li,li³,lii,ли
礼拜,li bai,li³ pai⁴,lii bay,ли бай
礼貌,li mao,li³ mao⁴,lii maw,ли мао
厉害,li hai,li⁴ hai,lih hai,ли хай
立,li,li⁴,lih,ли
立场,li chang,li⁴ ch'ang³,lih chaang,ли чан
利润,li run,li⁴ jun⁴,lih ruenn,ли жунь
例外,li wai,li⁴ wai⁴,lih way,ли вай
连接,lian jie,lien² chieh¹,lian jie,лянь цзе
联络,lian luo,lien² lo⁴,lian luoh,лянь ло
联想,lian xiang,lien² hsiang³,lian sheang,лянь сян
脸盆,lian pen,lien³ p'en²,lean pern,лянь пэнь
脸色,lian se,lien³ se⁴,lean seh,лянь сэ
恋爱,lian ai,lien⁴ ai⁴,liann ay,лянь ай
两岸,liang an,liang³ an⁴,leang ann,лян ань
邻居,lin ju,lin² chü¹,lin jiu,линь цзюй
铃,ling,ling²,ling,лин
铃声,ling sheng,ling² sheng¹,ling sheng,лин шэн
领带,ling dai,ling³ tai⁴,liing day,лин дай
令,ling,ling⁴,linq,лин
流动,liu dong,liu² tung⁴,liou donq,лю дун
流通,liu tong,liu² t'ung¹,liou tong,лю тун
漏,lou,lou⁴,low,лоу
漏洞,lou dong,lou⁴ tung⁴,low donq,лоу дун
逻辑,luo ji,lo² ji,luo ji,ло цзи
落实,luo shi,lo⁴ shih²,luoh shyr,ло ши
码头,ma tou,ma³ t'ou²,maa tour,ма тоу
骂,ma,ma⁴,mah,ма
买卖,mai mai,mai³ mai⁴,mae may,май май
漫长,man chang,man⁴ ch'ang²,mann charng,мань чан
漫画,man hua,man⁴ hua⁴,mann huah,мань хуа
毛笔,mao bi,mao² pi³,mau bii,мао би
矛盾,mao dun,mao² tun⁴,mau duenn,мао дунь
冒,mao,mao⁴,maw,мао
贸易,mao yi,mao⁴ i⁴,maw yih,мао и
煤,mei,mei²,mei,мэй
煤气,mei qi,mei² ch'i⁴,mei chih,мэй ци
门诊,men zhen,men² chen³,men jeen,мэнь чжэнь
迷人,mi ren,mi² jen²,mi ren,ми жэнь
迷信,mi xin,mi² hsin⁴,mi shinn,ми синь
面貌,mian mao,mien⁴ mao⁴,miann maw,мянь мао
面子,mian zi,mien⁴ zi,miann zi,мянь цзы
秒,miao,miao³,meau,мяо
敏感,min gan,min³ kan³,miin gaan,минь гань
明亮,ming liang,ming² liang⁴,ming lianq,мин лян
明明,ming ming,ming² ming²,ming ming,мин мин
命令,ming ling,ming⁴ ling⁴,minq linq,мин лин
模范,mo fan,mo² fan⁴,mo fann,мо фань
模仿,mo fang,mo² fang³,mo faang,мо фан
模糊,mo hu,mo² hu,mo hu,мо ху
模式,mo shi,mo² shih⁴,mo shyh,мо ши
摩擦,mo ca,mo² ts'a¹,mo tsa,мо ца
摩托,mo tuo,mo² t'o¹,mo tuo,мо то
模样,mo yang,mu² yang⁴,mu yanq,мо ян
目光,mu guang,mu⁴ kuang¹,muh guang,му гуан
耐心,nai xin,nai⁴ hsin¹,nay shin,най синь
男性,nan xing,nan² hsing⁴,nan shinq,син
南北,nan bei,nan² pei³,nan beei,бэй
南极,nan ji,nan² chi²,nan jyi,цзи
难得,nan de,nan² te²,nan der,дэ
