Pinyin,Wade-Giles,Romatzyh
каороу,каойоу,каороуо
каоыа,каоыа,каоиа
каойин,каочин,кауойинн
ке,ко,ке
ке,ко,кее
келиан,колиен,кеелиан
кеxи,кохси,кееши
кеуоанг,коуоанг,кееуоанк
ке,ко,кех
кеху,коху,кеххух
кетинг,котинг,кехтинг
кети,коти,кехтыи
кендинг,кентинг,кеендинк
конгжонг,кунгчунг,конгйонг
конгжи,кунгчих,конкйых
коухао,коухао,кооухауо
ку,ку,кух
куаихуо,куаихуо,куаыхуо
куанду,куанту,куандух
куанг,куанг,куоанг
куи,куеи,куеи
кунрао,куняо,куеннрао
ла,ла,лах
лаиxин,лаихсин,лаишинн
лан,лан,ланн
лангду,лангту,лаангдуоу
лангман,лангман,ланкманн
лаодонг,лаотунг,лаудонк
ли,ли,ли
ли,ли,лии
либаи,липаи,лиибаы
лимао,лимао,лиимауо
лихаи,лихаи,лиххаи
ли,ли,лих
личанг,личанг,лихчаанг
лирун,лиюн,лихруенн
лиуоаи,лиуоаи,лихуоаы
лианйие,лиенчиех,лианйие
лианлуо,лиенло,лианлуох
лианxианг,лиенхсианг,лианшеанг
лианпен,лиенпен,леанперн
лиансе,лиенсе,леансех
лиан’аи,лиенаи,лианнаы
лианган,лианган,леанганн
линю,линчу,линйиу
линг,линг,линг
лингшенг,лингшенг,лингшенг
лингдаи,лингтаи,лиингдаы
линг,линг,линк
лиудонг,лиутунг,лиоудонк
лиутонг,лиутунг,лиоутонг
лоу,лоу,лоуо
лоудонг,лоутунг,лоуодонк
луойи,лойи,луойи
луоши,лоших,луохшыр
матоу,матоу,маатоур
ма,ма,мах
маимаи,маимаи,маемаы
манчанг,манчанг,маннчарнг
манхуа,манхуа,маннхуах
маоби,маопи,маубии
маодун,маотун,маудуенн
мао,мао,мауо
маоыи,маои,мауоыих
меи,меи,меи
меики,меичи,меичих
менжен,менчен,менйеен
мирен,мийен,мирен
миxин,михсин,мишинн
мианмао,миенмао,мианнмауо
мианзи,миензи,мианнзи
миао,миао,меау
минган,минкан,миингаан
минглианг,минглианг,минглианк
мингминг,мингминг,мингминг
минглинг,минглинг,минклинк
мофан,мофан,мофанн
мофанг,мофанг,мофаанг
моху,моху,моху
моши,моших,мошых
моца,моца,моца
мотуо,мото,мотуо
муыанг,муыанг,муыанк
мугуанг,мукуанг,мухгуанг
наиxин,наихсин,наышин
нанxинг,нанхсинг,наншинк
нанбеи,нанпеи,нанбееи
нанйи,нанчи,нанйыи
нанде,нанте,нандер
наныи,нани,наныии
наози,наози,наози
неизаи,неицаи,неытзаы
ненглианг,ненглианг,ненглианк
нианду,ниенту,ниандух
нианлинг,ниенлинг,нианлинг
нианкиан,ниенчиен,нианчыан
ниу,ниу,ниоу
ниузаику,ниуцаику,ниоутзаекух
нонгчанпин,нунгчанпин,нонгчаанпиин
нуан,нуан,ноан
оу’ер,оуерх,ооуеел
оуран,оуян,ооуран
оуxианг,оухсианг,ооушианк
паише,паише,паишех
паичу,паичу,паирчуоу
панг,панг,парнг
пеи,пеи,пеир
пеи,пеи,пеир
пеичанг,пеичанг,пеирчарнг
пеибеи,пеипеи,пеыбеы
пеитао,пеитао,пеытауо
пен,пен,пен
пен,пен,перн
пи,пи,пи
пифу,пифу,пыифу
пиxие,пихсиех,пыишые
пики,пики,пыики
пиан,пиен,пианн
пианзи,пиензи,пианнзи
пин,пин,пин
пиндао,пинтао,пындауо
пинфан,пинфан,пынфарн
пин,пин,пиин
пин,пин,пиин
пинжонг,пинчунг,пиинйоонг
пингтан,пингтан,пынгтаан
пингыуан,пингыуан,пынгыуан
пинггу,пингку,пынггу
пинглун,пинглун,пынглуенн
пинг,пинг,пынг
по,по,по
путао,путао,пуоутао
киуоанг,чиуоанг,чиуоанк
кикуан,чичуан,чыичыуан
ки,чи,чыи
кидонг,читунг,чиидонк
кифа,чифа,чиифа
киши,чиших,чиишых
кидао,читао,чиидауо
кима,чима,чиимаа
кити,чити,чихтии
киxианг,чихсианг,чихшианк
киан,чиен,чиан
киандинг,чиентинг,чиандинк
кианминг,чиенминг,чианминг
кианыуе,чиеныуех,чианиуе
кианженг,чиенченг,чианйенк
кианзи,чиентзу,чиантзых
кианйинг,чиенчинг,чыанйиинг
кианти,чиенти,чыантыи
киан,чиен,чианн
кианг,чианг,чианг
киангду,чиангту,чыангдух
киангби,чиангпи,чыангбих
киангйиу,чиангчиу,чеангйиоуо
киангпо,чиангпо,чеангпох
киаокиао,чиаочиао,чиаучиау
киао,чиао,чиау
киаомен,чиаомен,чиаумен
киао,чиао,чыау
кин,чин,чын
кинфен,чинфен,чынфенн
кинг,чинг,чинг
кингчен,чингчен,чингчерн
кингли,чингли,чинглии
кингйие,чингчиех,чынгйые
кингланг,чингланг,чынглаанг
куыу,чуыу,чиуыух
куандоу,чуантоу,чыуандоу
куаншийие,чуаншихчиех,чыуаншыхйиех
куан,чуан,чыуан
куан,чуан,чиуанн
куефа,чуехфа,чиуефар
куели,чуехли,чиуехлих
кунти,чунти,чыунтии
кунжонг,чунчунг,чыунйонк
ран,ян,раан
рао,яо,рауо
релианг,йелианг,рехлианк
ремен,йемен,рехмен
ренйиан,йенчиен,ренйиан
ренли,йенли,ренлих
ренши,йенших,реншых
ренуоу,йенуоу,ренуоух
рен,йен,реен
ренбужу,йенбучу,реенбуюх
реншоу,йеншоу,рееншоуо
рен,йен,ренн
рендинг,йентинг,ренндинк
ренг,йенг,рхенг
ренгйиу,йенгчиу,ренгйиоуо
руци,ютзу,руцыы
рутонг,ютунг,руторнг
руxиа,юхсиа,рушиах
румен,юмен,рухмен
руан,юан,роан
руанйиан,юанчиен,роанйианн
са,са,саа
сан,сан,саан
сануоен,сануоен,саануоен
ша,ша,ша
шаду,шату,шадуоу
шамо,шамо,шамох
ша,ша,шаа
шанку,шанчу,шанчиу
шан,шан,шан
шан,шан,шанн
шанзи,шанзи,шаннзи
шангбиао,шангпиао,шангбиау
шангйи,шангчи,шанкйыи
шангxиа,шангхсиа,шанкшиах
шангжанг,шангчанг,шанкяанг
шао,шао,шау
шаоуоеи,шаоуоеи,шаууеи
ше,ше,шер
шебуде,шебуде,шеебуде
шеде,шеде,шееде
шеxианг,шехсианг,шехшеанг
ше,ше,шех
шеку,шечу,шехчиу
ше,ше,шех
шейи,шечи,шехйи
шеxианг,шехсианг,шехшианк
шеxиангйи,шехсиангчи,шехшианкйи
шеыинг,шеыинг,шехыиинг
шеыингши,шеыингших,шехыиингшы
шен,шен,шен
шенчу,шенчу,шенчух
шенду,шенту,шендух
шен,шен,шерн
шенйинг,шенчинг,шернйинг
шенки,шенчи,шернчыи
шенкинг,шенчинг,шернчынг
шенггао,шенгкао,шенггау
шенгченг,шенгченг,шенгчернг
шенг,шенг,шенг
шенгфу,шенгфу,шенкфух
шенг,шенг,шенк
шенгxиа,шенгхсиа,шенкшиах
шиуоу,шихуоу,шыуоух
шифу,шихфу,шыфу
шиге,шихко,шыге
шизу,шихцу,шыртзуоу
шичанг,шихчанг,шырчарнг
шигуанг,шихкуанг,шыргуанг
шийи,шихчи,шырйи
шиши,шихших,шыршых
шихуи,шиххуи,шырхуеы
ши,ших,шыр
шиде,шихде,шыыде
шифан,шихфан,шыхфанн
ши,ших,шых
шили,шихли,шыхлих
шиту,шихту,шыхтуоу
шипин,шихпин,шыхпын
шиуоеи,шихуоеи,шыхуоеи
шоугоу,шоукоу,шоугоуо
шоуйи,шоучи,шоуйыи
шоуши,шоуши,шоуши
шоудуан,шоутуан,шооудуанн
шоуфа,шоуфа,шооуфаа
шоуси,шоуссу,шоуосы
шоузаи,шоуцаи,шоуотзаи
шоу,шоу,шоуо
шуфа,шуфа,шуфаа
шугуи,шукуеи,шугуеы
шужуо,шучо,шуюо
шучу,шучу,шучу
шуцаи,шуцаи,шуцаы
шуxи,шухси,шуоуши
шу,шу,шуу
