Chinese,Pinyin,Wade-Giles,Romatzyh,Palladiy
包装,бао жуанг,пао  чуанг ,бау юанг,бао чжуан
保卫,бао воеи,пао  воеи ,бао воеы,бао вэй
保养,бао ыанг,пао  ыанг ,бао ыеанг,бао ян
报答,бао да,пао  та ,баво дар,бао да
报警,бао йинг,пао  чинг ,баво йиинг,бао цзин
抱怨,бао ыуан,пао  ыуан ,баво ыуанн,бао юань
背包,беи бао,пеи  пао ,беи бау,бэй бао
悲剧,беи ю,пеи  чу ,беи йиух,бэй цзюй
悲伤,беи шанг,пеи  шанг ,беи шанг,бэй шан
北极,беи йи,пеи  чи ,бееи йыи,бэй цзи
被动,беи донг,пеи  тунг ,беы донк,бэй дун
辈,беи,пеи ,беы,бэй
本人,бен рен,пен  йен ,беен рен,бэнь жэнь
鼻子,би зи,пи  зи,быи зи,би цзы
比重,би жонг,пи  чунг ,бии йонк,би чжун
彼此,би ци,пи  тзу ,бии цыы,би цы
必,би,пи ,бих,би
必需,би xу,пи  хсу ,бих шиу,би сюй
毕竟,би йинг,пи  чинг ,бих йинк,би цзин
闭幕,би му,пи  му ,бих мух,би му
闭幕式,би му ши,пи  му  ших ,бих мух шых,би му ши
边境,биан йинг,пиен  чинг ,биан йинк,бянь цзин
编辑,биан йи,пиен  чи ,биан йыи,бянь цзи
变动,биан донг,пиен  тунг ,бианн донк,бянь дун
便利,биан ли,пиен  ли ,бианн лих,бянь ли
便条,биан тиао,пиен  тиао ,бианн тыау,бянь тяо
便于,биан ыу,пиен  ыу ,бианн ыу,бянь юй
宾馆,бин гуан,пин  куан ,бин гоан,бинь гуань
饼,бинг,пинг ,биинг,бин
饼干,бинг ган,пинг  кан ,биинг ган,бин гань
病毒,бинг ду,пинг  ту ,бинк двоу,бин ду
玻璃,бо ли,по  ли,бо ли,бо ли
博客,бо ке,по  ко ,бор кех,бо кэ
博览会,бо лан хуи,по  лан  хуи ,бор лаан хуеы,бо лань хуэй
博士,бо ши,по  ших ,бор шых,бо ши
博物馆,бо воу гуан,по  воу  куан ,бор воух гоан,бо у гуань
薄弱,бо руо,по  йо ,бор руох,бо жо
补偿,бу чанг,пу  чанг ,буу чарнг,бу чан
补贴,бу тие,пу  тиех ,буу тие,бу те
不曾,бу ценг,пу  ценг ,бух цернг,бу цэн
不敢当,бу ган данг,пу  кан  танг ,бух гаан данг,бу гань дан
不良,бу лианг,пу  лианг ,бух лианг,бу лян
不免,бу миан,пу  миен ,бух меан,бу мянь
不能不,бу ненг бу,пу  ненг  пу ,бух ненг бух,бу нэн бу
不时,бу ши,пу  ших ,бух шыр,бу ши
不停,бу тинг,пу  тинг ,бух тынг,бу тин
不许,бу xу,пу  хсу ,бух шеу,бу сюй
不止,бу жи,пу  чих ,бух йыы,бу чжи
不足,бу зу,пу  цу ,бух тзвоу,бу цзу
部位,бу воеи,пу  воеи ,бух воеы,бу вэй
猜,цаи,цаи ,цаи,цай
猜测,цаи це,цаи  це ,цаи цех,цай цэ
裁判,цаи пан,цаи  пан ,цаир панн,цай пань
采购,цаи гоу,цаи  коу ,цае гово,цай гоу
彩票,цаи пиао,цаи  пиао ,цае пиаво,цай пяо
餐馆,цан гуан,цан  куан ,цан гоан,цань гуань
餐厅,цан тинг,цан  тинг ,цан тинг,цань тин
餐饮,цан ыин,цан  ыин ,цан ыиин,цань инь
草原,цао ыуан,цао  ыуан ,цао ыуан,цао юань
册,це,це ,цех,цэ
层次,ценг ци,ценг  тзу ,цернг цых,цэн цы
叉,ча,ча ,ча,ча
叉子,ча зи,ча  зи,ча зи,ча цзы
差别,ча бие,ча  пиех ,ча бые,ча бе
差距,ча ю,ча  чу ,ча йиух,ча цзюй
插,ча,ча ,ча,ча
查询,ча xун,ча  хсун ,чар шыун,ча сюнь
拆,чаи,чаи ,чаи,чай
拆除,чаи чу,чаи  чу ,чаи чвоу,чай чу
产业,чан ые,чан  ыех ,чаан ыех,чань е
长度,чанг ду,чанг  ту ,чарнг дух,чан ду
长寿,чанг шоу,чанг  шоу ,чарнг шово,чан шоу
肠,чанг,чанг ,чарнг,чан
尝,чанг,чанг ,чарнг,чан
尝试,чанг ши,чанг  ших ,чарнг шых,чан ши
厂长,чанг чанг,чанг  чанг ,чаанг яанг,чан чан
场面,чанг миан,чанг  миен ,чаанг мианн,чан мянь
倡导,чанг дао,чанг  тао ,чанк дао,чан дао
超越,чао ыуе,чао  ыуех ,чау ыуех,чао юэ
车主,че жу,че  чу ,че юу,чэ чжу
称²,ченг  ,ченг ,ченг,чэн
称号,ченг хао,ченг  хао ,ченг хаво,чэн хао
成本,ченг бен,ченг  пен ,чернг беен,чэн бэнь
成交,ченг йиао,ченг  чиао ,чернг йиау,чэн цзяо
成效,ченг xиао,ченг  хсиао ,чернг шиаво,чэн сяо
成语,ченг ыу,ченг  ыу ,чернг ыеу,чэн юй
承办,ченг бан,ченг  пан ,чернг банн,чэн бань
城里,ченг ли,ченгли,ченгли,чэн ли
乘,ченг,ченг ,чернг,чэн
乘车,ченг че,ченг  че ,чернг че,чэн чэ
乘客,ченг ке,ченг  ко ,чернг кех,чэн кэ
乘坐,ченг зуо,ченг  цо ,чернг тзуох,чэн цзо
吃力,чи ли,чих  ли ,чы лих,чи ли
池子,чи зи,чих  зи,чыр зи,чи цзы
迟,чи,чих ,чыр,чи
冲动,чонг донг,чунг  тунг ,чонг донк,чун дун
冲突,чонг ту,чунг  ту ,чонг ту,чун ту
充足,чонг зу,чунг  цу ,чонг тзвоу,чун цзу
愁,чоу,чоу ,чоур,чоу
丑,чоу,чоу ,чооу,чоу
臭,чоу,чоу ,чово,чоу
出版,чу бан,чу  пан ,чу баан,чу бань
出差,чу ча,чу  чаи ,чу чаи,чу ча
出汗,чу хан,чу  хан ,чу ханн,чу хань
出于,чу ыу,чу  ыу ,чу ыу,чу юй
初期,чу ки,чу  чи ,чу чи,чу ци
除非,чу феи,чу  феи ,чвоу феи,чу фэй
除夕,чу xи,чу  хси ,чвоу ши,чу си
厨房,чу фанг,чу  фанг ,чвоу фарнг,чу фан
处罚,чу фа,чу  фа ,чуу фар,чу фа
处分,чу фен,чу  фен ,чуу фенн,чу фэнь
处在,чу заи,чу  цаи ,чуу тзаы,чу цзай
传达,чуан да,чуан  та ,чвоан дар,чуань да
传递,чуан ди,чуан  ти ,чвоан дих,чуань ди
传真,чуан жен,чуан  чен ,чвоан йен,чуань чжэнь
窗帘,чуанг лиан,чуанг  лиен ,чуанг лиан,чуан лянь
闯,чуанг,чуанг ,чоанг,чуан
创立,чуанг ли,чуанг  ли ,чуанк лих,чуан ли
辞典,ци диан,тзу  тиен ,цыр деан,цы дянь
辞职,ци жи,тзу  чих ,цыр йыр,цы чжи
此后,ци хоу,тзу  хоу ,цыы хово,цы хоу
此刻,ци ке,тзу  ко ,цыы кех,цы кэ
此时,ци ши,тзу  ших ,цыы шыр,цы ши
聪明,цонг минг,цунг  минг,цонг минг,цун мин
从而,цонг ер,цунг  ерх ,цорнг ерл,цун эр
从中,цонг жонг,цунг  чунг ,цорнг йонг,цун чжун
脆,цуи,цуи ,цуеы,цуй
存款,цун куан,цун  куан ,цвоен коан,цунь куань
寸,цун,цун ,цуенн,цунь
达成,да ченг,та  ченг ,дар чернг,да чэн
答,да,та ,дар,да
答复,да фу,та  фу ,дар фух,да фу
打扮,да бан,та  бан,даа бан,да бань
打包,да бао,та  пао ,даа бау,да бао
打击,да йи,та  чи ,даа йи,да цзи
打架,да йиа,та  чиа ,даа йиах,да цзя
打扰,да рао,та  яо ,даа рао,да жао
大胆,да дан,та  тан ,дах даан,да дань
大纲,да ганг,та  канг ,дах ганг,да ган
大伙儿,да хуо ер,та  хуо  р,дах хуоо р,да хо эр
大奖赛,да йианг саи,та  чианг  саи ,дах йеанг саы,да цзян сай
大脑,да нао,та  нао ,дах нао,да нао
大事,да ши,та  ших ,дах шых,да ши
大厅,да тинг,та  тинг ,дах тинг,да тин
大象,да xианг,та  хсианг ,дах шианк,да сян
大熊猫,да xионг мао,та  хсиунг  мао ,дах шыонг мхау,да сюн мао
大于,да ыу,та  ыу ,дах ыу,да юй
大致,да жи,та  чих ,дах йых,да чжи
呆,даи,таи ,даи,дай
待,даи,таи ,даи,дай
代价,даи йиа,таи  чиа ,даы йиах,дай цзя
代理,даи ли,таи  ли ,даы лии,дай ли
带有,даи ыоу,таи  ыу ,даы ыеоу,дай ю
贷款,даи куан,таи  куан ,даы коан,дай куань
单一,дан ыи,тан  и ,дан и,дань и
胆,дан,тан ,даан,дань
胆小,дан xиао,тан  хсиао ,даан шеау,дань сяо
蛋糕,дан гао,тан  као ,данн гау,дань гао
当场,данг чанг,танг  чанг ,данг чаанг,дан чан
当代,данг даи,танг  таи ,данг даы,дан дай
当年,данг ниан,танг  ниен ,данг ниан,дан нянь
当前,данг киан,танг  чиен ,данг чыан,дан цянь
当选,данг xуан,танг  хсуан ,данг шеуан,дан сюань
挡,данг,танг ,даанг,дан
到来,дао лаи,тао  лаи ,даво лаи,дао лай
道德,дао де,тао  те ,даво дер,дао дэ
得了,де ле,те  ле,дер ле,дэ лэ
得以,де ыи,те  и ,дер ыии,дэ и
等候,денг хоу,тенг  хоу ,деенг хово,дэн хоу
等级,денг йи,тенг  чи ,деенг йыи,дэн цзи
低于,ди ыу,ти  ыу ,ди ыу,ди юй
地带,ди даи,ти  таи ,дих даы,ди дай
地形,ди xинг,ти  хсинг ,дих шынг,ди син
地震,ди жен,ти  чен ,дих йенн,ди чжэнь
递,ди,ти ,дих,ди
递给,ди геи,ти  кеи ,дих гееи,ди гэй
典礼,диан ли,тиен  ли ,деан лии,дянь ли
点燃,диан ран,тиен  ян ,деан ран,дянь жань
电池,диан чи,тиен  чих ,дианн чыр,дянь чи
电饭锅,диан фан гуо,тиен  фан  куо ,дианн фанн гуо,дянь фань го
电子版,диан зи бан,тиен  тзу  пан ,дианн тзыы баан,дянь цзы бань
调动,диао донг,тиао  тунг ,диаво донк,дяо дун
丢,диу,тиу ,диоу,дю
动机,донг йи,тунг  чи ,донк йи,дун цзи
动手,донг шоу,тунг  шоу ,донк шооу,дун шоу
动态,донг таи,тунг  таи ,донк таы,дун тай
动员,донг ыуан,тунг  ыуан ,донк ыуан,дун юань
冻,донг,тунг ,донк,дун
洞,донг,тунг ,донк,дун
豆制品,доу жи пин,тоу  чих  пин ,дово йых пиин,доу чжи пинь
毒,ду,ту ,двоу,ду
堆,дуи,туи ,дуеи,дуй
对立,дуи ли,туи  ли ,дуеы лих,дуй ли
对应,дуи ыинг,туи  ыинг ,дуеы ыинк,дуй ин
吨,дун,тун ,дуен,дунь
朵,дуо,то ,дуоо,до
躲,дуо,то ,дуоо,до
耳朵,ер дуо,ерх  дуо,еел дуо,эр до
二维码,ер воеи ма,ерх  воеи  ма ,елл воеи маа,эр вэй ма
发布,фа бу,фа  пу ,фа бух,фа бу
发觉,фа юе,фа  чуех ,фа йыуе,фа цзюэ
发射,фа ше,фа  ше ,фа шех,фа шэ
发行,фа xинг,фа  хсинг ,фа шынг,фа син
罚,фа,фа ,фар,фа
罚款,фа куан,фа  куан ,фар коан,фа куань
法规,фа гуи,фа  куеи ,фаа гуеи,фа гуй
法制,фа жи,фа  чих ,фаа йых,фа чжи
繁荣,фан ронг,фан  юнг ,фарн ронг,фань жун
返回,фан хуи,фан  хуи ,фаан хвоеи,фань хуэй
防治,фанг жи,фанг  чих ,фарнг йых,фан чжи
放大,фанг да,фанг  та ,фанк дах,фан да
放弃,фанг ки,фанг  чи ,фанк чих,фан ци
分成,фен ченг,фен  ченг ,фен чернг,фэнь чэн
分解,фен йие,фен  чиех ,фен йиее,фэнь цзе
分类,фен леи,фен  леи ,фен леы,фэнь лэй
分离,фен ли,фен  ли ,фен ли,фэнь ли
分析,фен xи,фен  хси ,фен ши,фэнь си
分享,фен xианг,фен  хсианг ,фен шеанг,фэнь сян
丰收,фенг шоу,фенг  шоу ,фенг шоу,фэн шоу
风度,фенг ду,фенг  ту ,фенг дух,фэн ду
风光,фенг гуанг,фенг  куанг ,фенг гуанг,фэн гуан
